Android,Desktop,Iphone,city,email,id,phone,firstName,surname,country
False,True,False,Barcelona,Nora.Ball@example.com,125,921-528-9551,Nora,Ball,Spain
True,False,True,Toronto,Zoya.Giles@example.com,127,301-750-7631,Zoya,Giles,Canada
False,True,False,London,Alejandro.Duncan@example.com,129,487-150-9471,Alejandro,Duncan,United Kingdom
False,True,False,Montreal,Zohaib.Hartman@example.com,130,928-400-6426,Zohaib,Hartman,Canada
True,True,False,Montreal,Bertie.Ward@example.com,135,971-922-8663,Bertie,Ward,Canada
True,True,False,London,Kamran.Wilcox@example.com,139,476-365-7838,Kamran,Wilcox,United Kingdom
False,False,True,Montreal,Adriana.Stafford@example.com,141,473-741-6496,Adriana,Stafford,Canada
True,False,False,Barcelona,Everly.Fuentes@example.com,142,398-369-8927,Everly,Fuentes,Spain
True,False,False,Toronto,Eleanor.Mcintosh@example.com,147,153-538-3431,Eleanor,Mcintosh,Canada
True,True,True,Toronto,Abdirahman.Mullen@example.com,149,669-442-8257,Abdirahman,Mullen,Canada
True,False,True,London,Matteo.Moon@example.com,152,830-546-5378,Matteo,Moon,United Kingdom
False,True,False,London,Blaine.Boyer@example.com,153,411-997-1636,Blaine,Boyer,United Kingdom
True,True,False,Montreal,Alia.Brooks@example.com,156,327-292-8469,Alia,Brooks,Canada
False,True,False,Montreal,Kurtis.Marks@example.com,167,690-396-3965,Kurtis,Marks,Canada
False,False,True,Barcelona,Enya.Hernandez@example.com,173,406-397-1498,Enya,Hernandez,Spain
False,True,True,London,Melvin.Flores@example.com,176,708-692-8746,Melvin,Flores,United Kingdom
True,True,False,London,Dhruv.Villarreal@example.com,180,931-559-3083,Dhruv,Villarreal,United Kingdom
False,True,False,London,Ridwan.Houston@example.com,188,530-308-5425,Ridwan,Houston,United Kingdom
True,False,True,Toronto,Fynn.Graham@example.com,194,763-842-3292,Fynn,Graham,Canada
False,True,True,Toronto,Zakir.Russell@example.com,198,599-588-9264,Zakir,Russell,Canada
True,False,True,London,Asa.Haines@example.com,199,327-464-5734,Asa,Haines,United Kingdom
True,False,True,London,Eesa.Buchanan@example.com,200,533-397-5445,Eesa,Buchanan,United Kingdom
True,True,False,Montreal,Lili.Patel@example.com,203,823-509-3052,Lili,Patel,Canada
True,False,False,Toronto,Philippa.Webster@example.com,204,407-892-7705,Philippa,Webster,Canada
True,True,True,London,Jessie.Greer@example.com,208,950-317-1709,Jessie,Greer,United Kingdom
True,False,True,Montreal,Kyran.Wyatt@example.com,213,778-841-9881,Kyran,Wyatt,Canada
False,False,True,Toronto,Eugene.Taylor@example.com,214,712-926-3402,Eugene,Taylor,Canada
False,False,True,Barcelona,Tony.Shepard@example.com,218,416-772-8288,Tony,Shepard,Spain
True,True,False,Toronto,Sinead.Horne@example.com,219,340-355-9098,Sinead,Horne,Canada
True,False,False,Paris,Sonia.Lowe@example.com,222,418-550-4001,Sonia,Lowe,France
False,True,True,London,Morgan.Hardy@example.com,226,974-761-7628,Morgan,Hardy,United Kingdom
False,False,True,Paris,Ned.Rowland@example.com,228,400-103-9062,Ned,Rowland,France
True,True,False,Toronto,Kate.Cline@example.com,229,927-741-2027,Kate,Cline,Canada
False,True,False,Montreal,Darcy.Wall@example.com,231,109-398-3560,Darcy,Wall,Canada
False,True,False,Toronto,Aisha.Winters@example.com,232,280-831-1664,Aisha,Winters,Canada
True,True,False,Montreal,Edward.Ayala@example.com,239,416-337-3343,Edward,Ayala,Canada
True,False,True,Montreal,Brogan.Fitzgerald@example.com,243,955-732-8107,Brogan,Fitzgerald,Canada
True,True,False,Toronto,Taylor.Ramos@example.com,244,833-282-1248,Taylor,Ramos,Canada
False,False,True,Montreal,Elsie.Cuevas@example.com,245,186-536-6820,Elsie,Cuevas,Canada
False,True,True,London,Zara.Washington@example.com,246,679-367-1926,Zara,Washington,United Kingdom
True,False,False,Toronto,Bethan.Franco@example.com,248,317-895-5803,Bethan,Franco,Canada
False,True,True,London,Oskar.Mccarty@example.com,253,582-269-7396,Oskar,Mccarty,United Kingdom
False,False,True,London,Darcey.Robles@example.com,260,790-759-5249,Darcey,Robles,United Kingdom
True,True,False,Barcelona,Dulcie.Melendez@example.com,261,659-843-5422,Dulcie,Melendez,Spain
True,False,False,Toronto,Everly.Cortez@example.com,262,954-995-1806,Everly,Cortez,Canada
True,False,False,Toronto,Tommy.Farmer@example.com,263,999-431-4584,Tommy,Farmer,Canada
True,False,True,Toronto,Maximillian.Atkins@example.com,264,421-834-8740,Maximillian,Atkins,Canada
True,False,False,Toronto,Yusuf.Salazar@example.com,269,311-351-7403,Yusuf,Salazar,Canada
True,True,False,Paris,Princess.Schneider@example.com,271,683-604-6287,Princess,Schneider,France
False,False,True,Toronto,Bronte.Riley@example.com,274,786-291-8203,Bronte,Riley,Canada
True,False,True,Montreal,Fay.Lucas@example.com,277,436-818-1915,Fay,Lucas,Canada
False,False,True,Paris,Rosa.Stone@example.com,281,922-216-4141,Rosa,Stone,France
False,False,True,Toronto,Lorna.Levy@example.com,285,809-114-1988,Lorna,Levy,Canada
True,True,False,Montreal,Jan.Daniels@example.com,287,305-449-8274,Jan,Daniels,Canada
True,True,True,Montreal,Brenda.Ingram@example.com,290,919-358-6885,Brenda,Ingram,Canada
False,False,True,Toronto,Anya.Bray@example.com,292,396-900-5179,Anya,Bray,Canada
True,False,False,Montreal,Nikita.Marquez@example.com,303,492-815-1793,Nikita,Marquez,Canada
True,False,False,London,Barnaby.Payne@example.com,309,140-296-7511,Barnaby,Payne,United Kingdom
True,False,True,Toronto,Bessie.Cuevas@example.com,317,629-379-6872,Bessie,Cuevas,Canada
True,True,True,Toronto,Mario.Luna@example.com,318,547-624-3479,Mario,Luna,Canada
False,False,True,Toronto,Seren.Rocha@example.com,323,880-236-4632,Seren,Rocha,Canada
True,True,True,Montreal,Thea.Hamilton@example.com,324,868-547-6826,Thea,Hamilton,Canada
True,False,True,Toronto,Matilda.Griffin@example.com,325,176-758-4552,Matilda,Griffin,Canada
True,False,True,Toronto,Oliver.Sanford@example.com,327,628-646-1375,Oliver,Sanford,Canada
True,False,False,Barcelona,Abubakar.Shaffer@example.com,330,404-849-9394,Abubakar,Shaffer,Spain
True,True,False,London,Elisabeth.Tran@example.com,334,363-441-2226,Elisabeth,Tran,United Kingdom
True,False,True,London,Katrina.Foster@example.com,336,497-544-5065,Katrina,Foster,United Kingdom
False,True,False,Barcelona,Patricia.John@example.com,338,338-345-6084,Patricia,John,Spain
True,True,False,Montreal,Sahil.Lyons@example.com,339,494-702-9881,Sahil,Lyons,Canada
False,False,True,Barcelona,Randy.Edwards@example.com,344,935-107-2953,Randy,Edwards,Spain
False,True,False,Montreal,Caiden.Kaufman@example.com,346,805-349-3127,Caiden,Kaufman,Canada
False,True,False,Montreal,Jennie.Monroe@example.com,353,613-385-2077,Jennie,Monroe,Canada
False,False,True,Toronto,Dawid.Lozano@example.com,355,410-788-9917,Dawid,Lozano,Canada
False,True,True,Toronto,Romeo.Martin@example.com,356,834-460-4855,Romeo,Martin,Canada
True,False,True,Barcelona,Sadie.Hammond@example.com,358,799-609-4421,Sadie,Hammond,Spain
True,False,True,Paris,Judy.Clayton@example.com,360,757-533-4647,Judy,Clayton,France
False,True,False,Toronto,Martina.Moran@example.com,365,641-323-9929,Martina,Moran,Canada
True,True,True,Toronto,Reggie.Strong@example.com,369,459-645-8476,Reggie,Strong,Canada
False,True,False,Paris,Leanne.Cordova@example.com,379,514-225-7453,Leanne,Cordova,France
False,False,True,Toronto,James.Warner@example.com,380,839-312-5829,James,Warner,Canada
False,False,True,Toronto,Zachery.Snow@example.com,382,354-295-2894,Zachery,Snow,Canada
False,False,True,Toronto,Owen.Michael@example.com,383,178-910-8863,Owen,Michael,Canada
True,False,True,London,Levi.Hoffman@example.com,389,442-352-9243,Levi,Hoffman,United Kingdom
True,True,False,London,Camilla.Wells@example.com,390,149-482-9546,Camilla,Wells,United Kingdom
True,True,False,Toronto,Kyle.Joseph@example.com,392,499-600-6164,Kyle,Joseph,Canada
True,True,False,Barcelona,Timothy.Jacobs@example.com,393,105-356-5519,Timothy,Jacobs,Spain
False,True,False,Toronto,Penny.Hanson@example.com,396,853-297-6593,Penny,Hanson,Canada
True,True,True,London,Myrtle.Lewis@example.com,398,727-289-2785,Myrtle,Lewis,United Kingdom
False,True,True,Paris,Tariq.Holman@example.com,403,734-647-8275,Tariq,Holman,France
False,True,True,Toronto,Cecily.Blaese@example.com,405,234-446-2115,Cecily,Blaese,Canada
True,True,True,Toronto,Gideon.Perez@example.com,406,135-944-5781,Gideon,Perez,Canada
True,False,False,Toronto,Trinity.Mora@example.com,407,406-645-2610,Trinity,Mora,Canada
True,True,True,Toronto,Candice.Hooper@example.com,411,382-506-1338,Candice,Hooper,Canada
False,True,False,Barcelona,Omar.Clements@example.com,412,998-234-1057,Omar,Clements,Spain
True,False,False,London,Pablo.Benton@example.com,420,918-474-3062,Pablo,Benton,United Kingdom
True,True,True,Toronto,Bill.Chen@example.com,426,264-895-1912,Bill,Chen,Canada
False,True,False,Paris,Lola.Vaughan@example.com,427,722-400-6707,Lola,Vaughan,France
False,True,False,Montreal,Abi.Montgomery@example.com,428,904-933-1987,Abi,Montgomery,Canada
False,True,True,Montreal,Mike.Hurst@example.com,429,488-247-6930,Mike,Hurst,Canada
True,False,False,Toronto,Angelo.Manning@example.com,433,182-351-6749,Angelo,Manning,Canada
True,True,True,Montreal,Leona.Daugherty@example.com,439,815-288-7354,Leona,Daugherty,Canada
False,True,True,Toronto,Lenny.Hardy@example.com,442,618-571-1851,Lenny,Hardy,Canada
False,True,True,Montreal,Julius.Marquez@example.com,446,189-235-8167,Julius,Marquez,Canada
True,True,True,Paris,Amna.Garner@example.com,448,157-518-8037,Amna,Garner,France
True,True,False,Toronto,Raja.Hull@example.com,449,209-644-4005,Raja,Hull,Canada
False,True,True,Paris,Rio.Suarez@example.com,450,304-182-8487,Rio,Suarez,France
False,False,True,Montreal,Larry.Clay@example.com,456,151-494-2927,Larry,Clay,Canada
False,True,False,Barcelona,Karen.Robles@example.com,465,144-367-7871,Karen,Robles,Spain
False,True,False,Toronto,Charis.Cotton@example.com,466,598-771-1224,Charis,Cotton,Canada
False,True,True,Paris,Cassie.Gaines@example.com,468,496-692-2413,Cassie,Gaines,France
False,True,False,Toronto,Kyla.Brennan@example.com,470,440-863-6538,Kyla,Brennan,Canada
True,True,False,Montreal,Hayden.Lucas@example.com,473,527-308-6637,Hayden,Lucas,Canada
True,True,True,Paris,Willard.Gray@example.com,474,894-914-4304,Willard,Gray,France
False,True,False,Paris,Sophie.Lindsey@example.com,475,392-864-7558,Sophie,Lindsey,France
True,False,False,Toronto,Sabrina.Becker@example.com,476,895-364-8107,Sabrina,Becker,Canada
True,True,True,Paris,Dillon.Cisneros@example.com,477,304-384-6230,Dillon,Cisneros,France
False,True,True,Toronto,Terence.Rosales@example.com,479,298-641-6696,Terence,Rosales,Canada
True,False,True,Toronto,Ahmad.Patrick@example.com,482,875-486-1626,Ahmad,Patrick,Canada
False,False,True,Montreal,Christine.Davenport@example.com,483,168-853-2168,Christine,Davenport,Canada
True,False,True,Toronto,Lowri.Brady@example.com,484,116-274-4785,Lowri,Brady,Canada
False,True,False,London,Ashley.Cain@example.com,485,679-244-6655,Ashley,Cain,United Kingdom
True,True,True,Paris,Jenson.Carlson@example.com,488,282-249-3068,Jenson,Carlson,France
False,True,False,London,Micheal.Maldonado@example.com,496,895-850-8289,Micheal,Maldonado,United Kingdom
True,True,False,Barcelona,Alexandra.Young@example.com,500,425-414-7823,Alexandra,Young,Spain
False,True,True,Montreal,Imran.Page@example.com,502,203-209-8114,Imran,Page,Canada
False,False,True,London,Jim.Moses@example.com,503,560-446-1279,Jim,Moses,United Kingdom
False,False,True,London,Bessie.Conley@example.com,505,128-912-7282,Bessie,Conley,United Kingdom
True,True,False,London,Ameera.Kirby@example.com,523,611-776-9890,Ameera,Kirby,United Kingdom
False,True,True,Toronto,Orla.Monroe@example.com,536,200-722-3778,Orla,Monroe,Canada
True,False,False,Toronto,Bronwyn.Hanna@example.com,537,763-469-4049,Bronwyn,Hanna,Canada
True,False,True,Montreal,Ruth.Stone@example.com,539,429-930-9178,Ruth,Stone,Canada
True,True,False,Montreal,Elysia.Schaefer@example.com,541,264-321-9679,Elysia,Schaefer,Canada
True,False,True,Toronto,Esme.Krueger@example.com,543,173-138-2227,Esme,Krueger,Canada
False,True,True,Montreal,Prince.Sharp@example.com,550,886-278-8764,Prince,Sharp,Canada
False,False,True,Montreal,Donovan.Evans@example.com,551,729-134-2962,Donovan,Evans,Canada
True,False,False,Paris,Daniel.Reid@example.com,552,753-936-1634,Daniel,Reid,France
True,True,True,London,Cecilia.Edwards@example.com,559,941-963-8256,Cecilia,Edwards,United Kingdom
True,False,False,Montreal,Macy.King@example.com,567,475-826-7209,Macy,King,Canada
False,False,True,Barcelona,Kevin.Sherman@example.com,574,185-617-6120,Kevin,Sherman,Spain
True,False,False,Toronto,Demi.Callahan@example.com,578,713-176-8275,Demi,Callahan,Canada
True,True,False,Montreal,Sufyaan.Castillo@example.com,579,412-479-8766,Sufyaan,Castillo,Canada
True,True,False,Paris,Aayan.Donovan@example.com,580,476-401-9860,Aayan,Donovan,France
False,True,True,Montreal,Sufyan.Guzman@example.com,585,125-583-6823,Sufyan,Guzman,Canada
True,True,True,London,Casey.Finley@example.com,586,306-893-4689,Casey,Finley,United Kingdom
False,True,True,Toronto,Annalise.Stephens@example.com,591,853-224-1381,Annalise,Stephens,Canada
True,True,True,Toronto,Jamil.Shepherd@example.com,592,298-276-5058,Jamil,Shepherd,Canada
False,True,True,Toronto,Danyal.Lang@example.com,593,629-875-4423,Danyal,Lang,Canada
False,True,False,Montreal,Barry.Reilly@example.com,594,117-863-9669,Barry,Reilly,Canada
True,True,True,London,Astrid.Delgado@example.com,599,641-317-3741,Astrid,Delgado,United Kingdom
True,False,True,London,Bertha.Walsh@example.com,606,129-506-2067,Bertha,Walsh,United Kingdom
True,True,True,Montreal,Rishi.Barron@example.com,608,331-128-4346,Rishi,Barron,Canada
True,False,False,Paris,Taylor.Leon@example.com,609,857-418-9149,Taylor,Leon,France
True,False,False,Montreal,Rabia.Parsons@example.com,612,244-470-8381,Rabia,Parsons,Canada
True,True,False,London,Larissa.Perez@example.com,613,742-168-6071,Larissa,Perez,United Kingdom
True,True,True,Barcelona,Ibrahim.Robertson@example.com,614,603-299-3596,Ibrahim,Robertson,Spain
True,False,True,Toronto,Neo.Lara@example.com,620,276-319-4768,Neo,Lara,Canada
True,False,True,Montreal,Diane.Kelly@example.com,625,219-449-5089,Diane,Kelly,Canada
False,False,True,Paris,Nancy.Stuart@example.com,628,301-686-1705,Nancy,Stuart,France
True,False,False,London,Hazel.Yoder@example.com,635,839-203-3903,Hazel,Yoder,United Kingdom
False,True,False,London,Amber.Gonzalez@example.com,636,884-628-1984,Amber,Gonzalez,United Kingdom
True,True,True,Toronto,Kacie.Morse@example.com,641,108-917-7237,Kacie,Morse,Canada
False,False,True,London,Seth.Walter@example.com,642,988-932-7592,Seth,Walter,United Kingdom
False,True,True,London,Lauren.Ashley@example.com,643,564-133-8260,Lauren,Ashley,United Kingdom
True,False,True,Toronto,Gary.Richards@example.com,645,970-902-7934,Gary,Richards,Canada
True,False,True,Paris,Zaynah.Wong@example.com,649,597-835-8978,Zaynah,Wong,France
False,True,True,Paris,Cormac.Greer@example.com,650,722-120-7628,Cormac,Greer,France
False,True,True,London,Vera.Walker@example.com,661,516-811-2158,Vera,Walker,United Kingdom
True,False,False,Toronto,Zara.Oconnell@example.com,664,543-537-6044,Zara,Oconnell,Canada
False,False,True,Toronto,Abdirahman.Marsh@example.com,669,653-601-4374,Abdirahman,Marsh,Canada
False,True,True,Toronto,Lucas.Burke@example.com,681,321-512-2703,Lucas,Burke,Canada
True,True,True,Toronto,Thea.Suarez@example.com,687,647-211-7337,Thea,Suarez,Canada
True,False,True,London,Kayla.Jones@example.com,689,579-756-1305,Kayla,Jones,United Kingdom
False,False,True,Barcelona,Brett.Landry@example.com,691,213-171-7560,Brett,Landry,Spain
False,True,True,Toronto,Xander.Levine@example.com,695,790-969-1579,Xander,Levine,Canada
True,True,True,London,Wade.Hancock@example.com,703,245-455-9119,Wade,Hancock,United Kingdom
False,False,True,Toronto,Nicholas.Thomson@example.com,704,936-615-3052,Nicholas,Thomson,Canada
True,True,True,Paris,Muhammad.Henry@example.com,707,298-612-6847,Muhammad,Henry,France
True,False,True,Toronto,Bronte.Mendoza@example.com,712,323-783-6615,Bronte,Mendoza,Canada
False,False,True,Toronto,Isla.Barber@example.com,714,860-505-2643,Isla,Barber,Canada
False,True,True,Paris,Oliver.Garner@example.com,715,937-976-2511,Oliver,Garner,France
False,True,False,Montreal,Barnaby.Wagner@example.com,716,974-500-4168,Barnaby,Wagner,Canada
False,False,True,London,Hannah.Roman@example.com,721,331-750-4621,Hannah,Roman,United Kingdom
True,False,False,London,Yash.Mcleod@example.com,723,270-525-3291,Yash,Mcleod,United Kingdom
False,False,True,London,Mae.Barry@example.com,724,501-577-5306,Mae,Barry,United Kingdom
True,False,True,Toronto,Aya.Weeks@example.com,726,466-888-7144,Aya,Weeks,Canada
False,True,False,Toronto,Dawn.Cisneros@example.com,727,375-337-2745,Dawn,Cisneros,Canada
True,True,False,London,Abigail.Medina@example.com,729,857-602-1192,Abigail,Medina,United Kingdom
False,False,True,London,Rhodri.Haley@example.com,730,574-869-4715,Rhodri,Haley,United Kingdom
True,True,False,Paris,Chantelle.Holt@example.com,736,256-585-1002,Chantelle,Holt,France
True,False,True,Toronto,Gertrude.Mcgrath@example.com,738,364-150-1035,Gertrude,Mcgrath,Canada
False,True,True,Paris,Millicent.Solomon@example.com,741,597-434-8108,Millicent,Solomon,France
False,False,True,Toronto,Adem.Kerr@example.com,754,219-873-6077,Adem,Kerr,Canada
True,False,True,Toronto,Bill.Andersen@example.com,757,962-770-1270,Bill,Andersen,Canada
False,True,False,Paris,Martina.Steele@example.com,759,349-841-5113,Martina,Steele,France
True,True,False,Toronto,Huda.Crane@example.com,763,243-321-6881,Huda,Crane,Canada
True,False,False,London,Sasha.Berger@example.com,766,492-295-4570,Sasha,Berger,United Kingdom
True,False,True,Toronto,Caleb.Obrien@example.com,768,223-387-1014,Caleb,Obrien,Canada
True,True,True,London,Krish.Hutchinson@example.com,779,405-788-7051,Krish,Hutchinson,United Kingdom
False,False,True,London,Paula.West@example.com,782,345-217-2266,Paula,West,United Kingdom
False,True,True,London,Tiana.Decker@example.com,784,255-136-3687,Tiana,Decker,United Kingdom
True,True,True,Paris,Kara.Shelton@example.com,785,837-651-6819,Kara,Shelton,France
False,True,False,Paris,Ted.Eaton@example.com,788,534-915-3617,Ted,Eaton,France
True,False,False,London,Aoife.Davidson@example.com,791,628-333-9139,Aoife,Davidson,United Kingdom
True,True,False,Toronto,Lilian.Strickland@example.com,797,925-438-1993,Lilian,Strickland,Canada
False,False,True,Paris,Brenda.Deleon@example.com,798,997-981-2043,Brenda,Deleon,France
True,True,True,Montreal,Olivier.Thornton@example.com,800,401-494-6634,Olivier,Thornton,Canada
False,True,False,London,Amin.Petersen@example.com,804,680-177-1233,Amin,Petersen,United Kingdom
True,True,True,Montreal,Miriam.Stuart@example.com,806,846-333-2100,Miriam,Stuart,Canada
True,True,True,Toronto,Abdullahi.Carson@example.com,809,632-547-8327,Abdullahi,Carson,Canada
True,False,True,Barcelona,Albie.Larson@example.com,816,252-910-3152,Albie,Larson,Spain
False,True,True,Montreal,Alexander.Reid@example.com,818,842-314-3728,Alexander,Reid,Canada
True,False,False,London,Riley.Fletcher@example.com,821,522-750-5985,Riley,Fletcher,United Kingdom
False,False,True,Montreal,Chiara.Ho@example.com,825,279-331-5254,Chiara,Ho,Canada
False,True,True,Toronto,Nancy.Blair@example.com,842,434-174-7916,Nancy,Blair,Canada
True,False,False,Paris,Tiffany.Griffith@example.com,843,201-302-5165,Tiffany,Griffith,France
True,True,False,Paris,Simon.Santiago@example.com,858,471-290-4198,Simon,Santiago,France
False,True,False,Montreal,Sameer.Watkins@example.com,859,982-313-9358,Sameer,Watkins,Canada
True,True,True,London,Anton.Hartman@example.com,860,708-986-9234,Anton,Hartman,United Kingdom
False,False,True,London,Mya.Delgado@example.com,863,760-931-9269,Mya,Delgado,United Kingdom
True,False,True,Paris,Bibi.Weaver@example.com,869,956-787-2725,Bibi,Weaver,France
True,True,False,Barcelona,Tomasz.Baker@example.com,872,778-642-7614,Tomasz,Baker,Spain
True,True,False,Montreal,Alasdair.Mckinney@example.com,874,608-300-8331,Alasdair,Mckinney,Canada
True,True,True,Montreal,Serena.Lewis@example.com,876,730-187-7131,Serena,Lewis,Canada
True,True,False,London,Cordelia.Serrano@example.com,891,950-319-1013,Cordelia,Serrano,United Kingdom
False,True,True,Toronto,Sydney.Pratt@example.com,892,297-838-1084,Sydney,Pratt,Canada
True,True,False,Toronto,Benjamin.Riddle@example.com,893,835-645-8652,Benjamin,Riddle,Canada
False,True,True,Barcelona,Alana.Koch@example.com,898,576-828-7913,Alana,Koch,Spain
True,False,True,Paris,Martin.Perry@example.com,904,586-420-6418,Martin,Perry,France
True,False,False,London,Cory.Case@example.com,905,406-161-3681,Cory,Case,United Kingdom
False,True,True,Paris,Astrid.Miles@example.com,906,473-411-8478,Astrid,Miles,France
False,False,True,London,Tyler.Vasquez@example.com,909,899-668-7177,Tyler,Vasquez,United Kingdom
True,True,False,Toronto,Carol.Russo@example.com,917,192-156-9508,Carol,Russo,Canada
True,False,True,Toronto,William.Franco@example.com,918,196-468-3312,William,Franco,Canada
True,True,True,London,Hollie.Escobar@example.com,921,978-312-6279,Hollie,Escobar,United Kingdom
False,True,True,Barcelona,Luisa.Haley@example.com,922,916-879-3164,Luisa,Haley,Spain
True,True,True,Montreal,Russell.Long@example.com,923,399-959-7203,Russell,Long,Canada
True,False,True,Toronto,Lacie.Mayer@example.com,946,412-562-8215,Lacie,Mayer,Canada
True,False,False,Toronto,Sufyaan.Villanueva@example.com,949,882-282-1419,Sufyaan,Villanueva,Canada
False,True,False,London,Humaira.Quinn@example.com,952,623-887-1255,Humaira,Quinn,United Kingdom
False,False,True,Toronto,Zaynab.Davila@example.com,953,767-906-5124,Zaynab,Davila,Canada
True,True,False,Barcelona,Isobella.Gilbert@example.com,962,717-961-9368,Isobella,Gilbert,Spain
True,False,False,Toronto,Emilio.Stevenson@example.com,967,293-399-2353,Emilio,Stevenson,Canada
True,False,True,Montreal,Layla.Roth@example.com,969,812-207-8855,Layla,Roth,Canada
True,True,True,Montreal,Zachary.Rubio@example.com,975,971-477-1542,Zachary,Rubio,Canada
True,False,True,Barcelona,Anita.Skinner@example.com,977,885-134-1740,Anita,Skinner,Spain
True,False,False,Toronto,Kacie.Lester@example.com,980,673-651-6332,Kacie,Lester,Canada
False,False,True,Toronto,Myles.Sharpe@example.com,982,420-682-4722,Myles,Sharpe,Canada
False,True,True,Toronto,Nicola.Davenport@example.com,983,335-679-5225,Nicola,Davenport,Canada
False,True,True,London,Lloyd.Robbins@example.com,985,603-494-3648,Lloyd,Robbins,United Kingdom
False,True,True,Paris,Caitlyn.Lawson@example.com,987,470-723-2187,Caitlyn,Lawson,France
False,True,True,Toronto,Marion.Webster@example.com,991,169-218-9165,Marion,Webster,Canada
False,True,True,Montreal,Jayson.Sutton@example.com,993,289-775-9088,Jayson,Sutton,Canada
True,True,False,London,Inaaya.Bruce@example.com,994,780-773-8755,Inaaya,Bruce,United Kingdom
True,False,True,Montreal,Raja.Reeves@example.com,995,990-569-7356,Raja,Reeves,Canada
True,False,True,Toronto,Maria.Stephens@example.com,996,798-578-4631,Maria,Stephens,Canada
False,False,True,London,Fatimah.Johns@example.com,998,520-433-7411,Fatimah,Johns,United Kingdom
